username,text
Brian P,stay weekend river hotel could happier staff front desk amaz provid us coupon free appet dessert lou malnati also provid great recommend breakfast room great littl small chicago room small clean great view river trump build across river bed comfort locat close downtown attract big bu doubl decker bu stop right across street
Brian R,come hotel 5 year sever place area come staff main reason keep come back lindsay sweeney particular quit hostess expert local food fun sent sever wonder restaur help
Brian S,wife spent three night dtc hampton inn unabl get decent night sleep one hotel remodel older hotel remodel includ kind construct soundproof typic find hampton inn travel regularli stay
Brian W,arriv hour earli abl check us earli help room nice amen staff help pleasant left earli offer take away breakfast
BrianStrodtbeck S,hotel sutter interest histor build consid age comfort air condit 108 degr outsid stay staffjust delit floor arent level elev give plenti time plan day go floor floor add th fact cool
Briana J,sinc walk door girl attent book worst hotel right book hotel last minut littl bit hesit stay room spaciou clean great clean pool jennif front desk amaz help find good room
Brianboru009,aloft whitney good locat detroit staff friendli help front desk build restor classic contemporari updat terrif bathroom shower room terrif view comerica park wooodward avenu coff lobbi complimentari park either valet
Brianna,bad valet park confu end use park lot around corner amount paid would hope would free park somewh vicin good breakfast delici staff friendli
Brianna5391,nervou choo hotel neg review pleasantli surpri group friend girl earli 20 stay saturday 1228 total room cost 115 chose rodeway mile away bader field life color room clean outdat clean bed actual pretti comfort didnt use tv bathroom also clean shower water pressur wasnt best dealt check check went quickli smoothli friendliest peopl got job done found place park right outsid room great park 10 annoy pay park anywh atlant citi didnt mind anyth beat pay 700 night revel rate night bare room night hotel perfect group friend look place shower pregam sleep wouldnt recommend place coupl realli romant anyth basic look free breakfast cour didnt wake earli enough end 10 howev still fresh hot coff 12pm check nice place definit 5star hotel also bad either didnt see hooker
Bricktown H.,trip oklahoma citi wasnt realli part vacat itinerari neighbor state two friend decid check okc anyway reason zero bricktown hotel boy make right deci awesom kind budget travel got expect friendli staff great room facil realli impress us great summer weather greet us whenev went explor citi enjoy complimentari breakfast okc realli made us feel welcom bricktown rock bricktown hotel wonder whether wed marvel time
Bridget G,moment walk hotel impress cleanli decor front lobbi impress friendli staff notic surgeri request 4 addit pillow front counter time got room concierg servic alreadi deliv
Bridgetspace,thing ive come expect ihgholiday inn courteou front desk staff okay room adequ facil stay work confer chanc check pool area gym gym quit small 2 treadmil 1 ellipt 1 bike yoga mat exerci ball free weight
Bridgette,room littl scari someon someth lock bathroom scratch grimi ewww
Bridkoe2,concern read review also refu pay 300night hotel look place sleep precrui took chanc hotel 95nightand glad get luggag airport call hotel free shuttl
Brightwell,young hip hotel guest probabi cring saw schlep 4 6 8 year old front door immedi realiz famili hotel target demograph love place former new orlean resid local get compar lapin unbeliev children could get enough homemad pasta gnocchi probabl would gone home server clare much like head cocktail crafter abbi super friendli insan ador staff extrem talent help room comfort children slept almost two hour past norm probabl appreci major guest tear liver night use maid servic suggest would littl counter space bath towel perfect
Brisdave,ground floor room outdoor shower shower steam room amaz bardessono true luxuri experi stay mid week may littl quieter like resort spent full day relax pool guest staff friendli help explain
Brittany B,wasnt thrill exterior corridor room freez smell dog multipl hair tub staff friendli alright stay wouldnt first choic
Brock D,intern logist one high priorti client stay hotel left packag behind need ship via sepg quaglia contact london west hollywood servic reciev absolut outstand thank seph
Brock F.,stay two night saturday sunday concert merriweath post pavillion due extrem volum peopl check front desk upon arriv given key room alreadi occupi front desk staff apolog error correct issu promptli rest stay comfort quiet relax
Brody G,wei stay baymont sever time month week time sinc 2013 front desk staff alway friendli help room clean stock ever problem address immedi make feel like im owner pass thank
Brooke,bad price littl steep good locat great right want
Brooke M,great experi hotel everybodi friendli room clean util fit center help maintain work regiment kendra favorit employ would definit stay ea access locat friendli custom servic
Brooke S,member desk nice clean freak wouldnt recommend stay mayb plan get rest shower floor isnt great condit also brown stain one pillow sheet bit date
Brookfield123,hotel remind board hou bedroom tini ensuit bathroom elev hotel wont accommod handicap guest breakfast room adequ breakfast barebon 1 type bread 2 type muffin appl oatmeal yoghurt granola fresh selfserv hotel older
Bruce,bad size room good leav bad tempetur control fan automat manual turn deal breaker good locat staff staff friendli help arriv hour check held luggag explor area lot shop dinner choic close 2 minut away room nice good staff extrem friendli hotel clean stay 4 night attend confer elsewh dc area look reason price dc area proxim metro hotel met need provid complimentari shuttl metro although chose 20 minut one time exerci sever good restaur nearbi enjoy fish restaur nearbi much also chose fast food one night within walk distanc plan stay subsequ visit enjoy complimentari egg sausag morn cereal also littl weak facil mainten room fine clean nice hotel good breakfast quit woke crazi bug bite nice hotelclo wwi museum visit park garag close secur room servic nice staff quit courteou great view upper floor floor 34 think bed quit comfort price reason kansa citi hotel middl everyth fridg room great free wifi realli chap much one pay hotel nowbut over nice stay
Bruce B,great hospit bent backward help accommod great staff great everyth expect marriott would definit stay come back academi 1215 minut away plenti choic food nearbi justin bieber thenbruc jenner stay know good boutiqu hotel near downtown may small offer friendli attent servic wonder facil delect food nearbi view 5 rate restaur good locat
Bruce C.,love
Bruce R,stay inn 2 day famili wed stay pleasant staff went way take care larg parti came mani state believ treat well would definit return inn back area
Brucekhu,front desk clerk mr khuu alway greet us friendli smile courteou servic room clean free breakfast safest place get fantast rest night
Bryan,hotel easi get smile welcom staff room clean readi use ill return town one elev larg 10 stori hotel good also hallway elev extrem muggi hot arriv park far extra park lot carri luggag pour rain bc allow biker park entir awn unload rock dissapoint lack custom servic beauti room comfort bed great view weather horribl weekend denver hotel made nice differ staff nice help room comfort clean would especi like thank kerri front desk work hard make sure everyth right
Bryan B,hotel splendid option anyon leav bu downtown area look inexpen way spend last night citi even offer free ymca pass want use facil across street comfort stay staff made
Bryan H,need amu park ticket print busi center printer wouldnt work jennav front desk enter info use offic printer ticket smile
Bryant,hotel staff friendli help room clean locat horribl isnt anyth close way store restaur arriv late extrem limit access din except price microwav food front desk breakfast cocktail hour nice touch need extend hour
Bryant B,daughter wed recept westin flawlessi mean everyon rave banquet room food qualiti wait bar staffthey made fun even us nervou parent whole wed parti guest town yet made us feel right home hotel
Bryna,bad pillow flat uncomfort real blanket bed good locat staff aesthet price
Bryon S,good clean budget motel room clean staff friendli place walk distanc eat stay one night medford stay
Btenda,bad pull couch extrem uncomfort good room great staff friendli welcom
BudSelect,three us stay saturday sunday town nascar race could stay nicer place liter figur room spaciou clean staff could accommod special shout new friend larri behind desk bar
Buddy-Bear,wife staid ten night checkin fast friendli inform studio suit renov long ago everyth clean comfort yet noth special compar hotel brand stay experienc minor flaw mainli breakfast exerci room address issu
Bugsy,bad left valet park worker made us put luggag cart awsom time good locat restaur great enjoy buffet
Bugyboo,stay night 60 pound dog didnt need anyth fanci onenight stop long road trip good clean room comfort bed dog relief area surprisingli well maintain clean bad leaki bathroom fixtur shower pressur strong enough slow check process shadi practic
BurtonAff,hate write review like guy busi realli shouldnt stay knew go get worker hotel didnt expect use condom left garbag room window didnt lock appreci new carpet counter
BusinesstravelerCLE,would definit stay aria aria need hire checkin staff 5pm 7pm wait least 15 minut checkin felt like airport ticket counter
Businessvoyager0,pleasant famili hotel although weather warm pool close annoy next fast food place right highway littl noisi outsid room ok see lake across highway room lake view
Buster's girl,staff friendli especi housekeep breakfast offer lot varieti hotel amen great good valu price
Busy_Mom_Bee,place close dirti unsaf upon checkin woman desk said requir credit card cash payment front first clue place disast would hold payment checkout like hotel got room found outrag
Byron,bad impress casino casino locat locat locat ye facil defin show age park includ cost stay kind like say room night pay use toilet said locat could better
C,hotel one mani new trend firmer pillow mattress third hotel stay last month firmer vs softer mattress room asid bed room well appoint comfort realli bonu super plushi comfi robe closet miss good hotel robe one one anoth littl thing love spa water coff servic lobbi high qualiti coff new york time count maid servic friendli attent even got littl note would total stay start finish staff super help staff genuin seem happi work help guest room comfort spaciou corner room vibe great hip fun without pretenti hipster place complet satisfi stay contin breakfast expect bed comfort pillow beauti room great tv accessori great
C B,room suppo non smoke room yet smell made clear previou patron smoke cigarett cigarett burn wall one bed over condit room disappoint especi cost 8080 one night stay
C H,best room ever hadlarg modern modern bath area larg fridg good wifi good light nice breakfast plenti shop restaur across highway close airport would recommend motel anyon probabl best valu money weve
C M,stay one night visit aquaruim leav us great locat staff help room good size comfort
C S,first owner manag rude room stay clean first check probabl still write wall lot cockroach semitorn carpet wall black fingerprint look like
C.J. T.,isnt best motel price right look place crash night room clean bed comfort bring pet room close freeway mari callendar wonder breakfast tri wont disappoint
C1953AHerinm,room realli comfort clean huge realli picki room hotel experi begin end seamless appreci hospit given staff stay
C5836PSpeterh,nice staff good breakfast good tv night neg like type pillow like one larger pillow mani small pillow small room fine easi over good experi say cleanest well kept bathroom ive seen usual
C9736ICkathys,clean hotel central locat varieti restaur amaz indoor water park nearbi excel free breakfast daili well coffeetea avail 247 kid friendli staff swim pool exerci room site
CA Girl,need afford hotel close fort stori hampton inn perfect bed comfort toiletri bathroom high qualiti neutrogena anytim need anyth extra towel paper plate pizza deliv etc staff quick help us hot breakfast lot option great outdoor pool use also small workout room treadmil ellipt trainer stationari bike well weight neighborhood quiet 711 rubi tuesday rite aid within walk distanc freeway access also easi
CABrad,oh idea expect arriv blown away staff goe way friendli martisha front desk made first impress never waver food grill pool delici bed comfort room quiet night quickli becam
CARLOS GABRIEL,es un buen hotel ubicado muy cerca del metro con servicio de transport la estacion grati cada 30 minuto el person muy amabl en especi danni san quien son la salvacion de lo que solo hablamo espanol la habitacion muy buena aunqu lujosa pero si por encima de la basica de otro hotel al centro son 10 estacion hay pierd pue es la ultima parada de una linea corta aprox 40 minuto el desayuno bueno en gener volveria sin pensarlo lo recomiendo te hacen ningun cargo extrasi llega despu de la 1030 pu tomar taxi muy facil siempr hay 10 20 afuera te cobran aprox 10 dolar diferencia de otro hotel un poco lujoso se caracterizan por ser muy amabl comprensivo al frent hay toda clase de restaur supermercado alguno comercio
CAROL,everi staff member accommod welcom friendli
CAS129,bad breakfast better simpl go seek real breakfast hotel option attract good good locat room good get pay anyth
CASSANDRA J,nice locat friendli staff good breakfastand even snack room clean park lot well lit one big thing dish cook utinsil clean well organ would love stay
CDBills,room clean staff kind complimentari hot breakfast includ waffl scrambl egg coff yogurt hotel locat next shop mall far restaur daughter enjoy swim pool would stay
CDaug761,woke mani red itchi bite bodi im disgust front counter guy rude noisi children laugh talk middl night stay room 223 bed closest window stay make sure room
CF2144,stay hotel 5 night april busi locat conveni strip shop restaur checkin easi onlin checkin lobbi beauti great view strip room 35th floor room spaciou oper ipad besid bed
CHARLOTTE,dont tell u u book room u get sign say ur card charg extra 50 night refund n 710 daysat point late cancel charg u anywayso price seem cheap n end ur pay higher place
CHPR2015,one issu notic immedi upon enter room toilet seat travel 3 femal need toilet seat went front desk told room avail hour later toilet seat brought room time discov didnt
CHRISTINA,noisey guest loud kid run hallway come back room day room smelt like weed come room next door room bathroom guest would take shower hear water drop ceil cau larg water stain ceil expen stay problem
CH_1111111,pleasantli surpri visit arriv nyc notic book wrong four season intent stay four season close central park howev servic four season downtown locat exceed expect abl provid checkin earli arriv 1100 spaciou clean beauti room breakfast provid roomserv delici must tri truffl scrambl egg dinner cut outstand except addit financ area
CLEken,aloft cleveland locat begin flat area downtown cleveland starwood propeti trendi hotel uniform roomsal room look alik offer bare minimum decora comfort bednic stall showernot comfi chair real decorit design younger travel doesnt care mani creatur comfortsdont look
CMacL1612,need nice reason price comfort fun place stay visit school son perfect love adirondack decor spaciou room good breakfast friendli staff thank
CMaineNY,excel graciou clear staff perfectli clean maintain noteworthi fee internet fee wave spa exerci option good free shuttl airport great
CMyers_Tulsa,forget stay unless want trash hotel room clueless employ room book avail king end take doubl room first room given noth cement floor clerk didnt know entir floor construct 2nd room door wouldnt work told
COURTNEY G,book room concert husband went need room one night opt king suit room great breakfast walk littl get place could frigid ac air anyon highli reccomend
CT B,im sure ill review use sleep tent dont understand would great place feel age like built 30 year ago tri look modern failingwhil ive stay wor hotel room certainli noth distinct attract place frankli wife think wouldv better tri sleep airport termin spend night herethank take time provid us feedback stay sorri impress facil exterior renov april 2018 look forward get interior refresh soon like think mani guest give us great review exemplari servic travel ever bring atlanta would love back guestwarm regardsjustina hgener manag
CVUSC,love place wanda check us 2 day camp worth weight gold found restaur night everywh alway smile warm welcom find best place town westsid town spanish adob look room
CVerwholt,excit find place road trip oregon coast sinc great review travel unfortun bit disappoint locat right 101 conveni road noi pretti loud room especi keep window open
Caitlin F,hunter attent welcom first day help us set chair made sure comfort polit staff gorgeou resort look forward rest stay
Caity13,realli happi experi hotel stay weekend august room nice extrem clean staff incr friendli love bathroom great shower right outsid hotel stop streetcar great locat absolut complaint
Cale525,recent stay first time pool bar past never stay chose hotel cheaper staybridg middl level hotel thought get high end hotel deal learn quickli
Caleb,stay one night beauti build back bay unfortun particular room uncomfort bed level believ problem mattress old bed frame put book mattress box spring level bit addit room extrem hot owe radiat left room empti recommend hotel consid keep heat guest otherwi facil great public area beauti staff friendli help
CaliGirlnot,20 extra charg king bed 10 charg microwav room couldnt put mainten wasnt site room decent clean staff friendli enough anoth guest bodi odor permeat lobbi essenc quickli address locat conveni price reason miss breakfast cannot provid feedback
Callie B,hotel good locat close seattl centr get downtown seattl easili take free hotel shuttl u book advanc monorail fromth seattl centr walk 20 min room nice well size staff friendli problem wait
CamLegs,well much nice soak hot bath water turn way warm ad half hour old cupof coff paint peel drop tub toilet handl must shaken keep run flush pay 100 room expect
Camila Cristina,hotel e meio long centro de washington valeu pelo conforto e pelo preco hotel oferec um transport para ida e volta para metro para compensar distancia gostei
Camila L,hotel excel locat close sever tourist attract millennium park art institut chicago staff realli friendli got check two hour advancebedroom clean good size ask extra bed put bedroom quickli restroom also good fanci comfort cleanther breakfast includ good point sever restaur nearbi starbuck dunkin donut hotel also close sever train stationswifi work well bedroom fee cheap locat hotel use expen id say one offer good costbenefit ratioin gener good experi id stay futuredear camila lthank much review recent stay us central loop hote delight abl offer good valu money abl enjoy amen offer appreci great locat get see cityi especi delight read servic offer know small thing make differ hope look soonkind regardspaul tiernan hotel manag
Campbell,fine except parti wee hour morn
Can,good staff servic friendli help hotel nice locat nice
Candace,good love microwav fridg cozi lobbi must first place renov look great stay 6 floor everyth old smell weird elev squeak way great feel bed comfi prefer queen
Candace154914,suncoast strip 2030 minut depend drive vega easi get around rent car stay sever lv hotel strip honestli say surpri nice room view spectacular mountain golf cour peac im corner checker hate see dirt corner bathroom everi squar inch spotless crisp snow white bed cover reassur cleanli felt like suit size amen kept late night want sleep choic restaur nice vari even seattl best coff drinker bring great music band cant say enough well manner pleasant staff despit line check quick pleasant love pool hot tub view mountain close great shop 5 min walk 15 minut red rock canyon state park rock climb vari degr hike easi tough 20 min bonni spring rustic restaur zoo fun age would recommend hotel without reserv
Candice M,room luxuri staff accommod casino overli crowd best bed insan comfi best stay weve time weve vega alway stay
Candis P,hotel never consid luxuri charm staff ground make room comfort function close walk old cocoa villag great restaur within walk distanc local still go way stay
CanukSteve,standard room minor view strip room perfect temperatur right clean whistl fulli atuom open door room lit drape open automat suggest leav control auto posit room start
CapeCodVisitor2013,stay one night travel closer perfect hotel clean huge room comfort bed temperatur breakfast even warm chocol chip cooki checkin price low budget price
Caprice,pleasantli wonder would stay time
Capt R,staff seem nice internet qualiti excel nonsmok room reek cigarett stink tv recept terribl comment free breakfast sinc unabl particip
Car0l12,treat spend first four night maui spaciou 1 bedroom nice amen breakfast morn lanai watch sun rise distant mt good snorkel right beach realli love snorkel big rock mile beach walk away never use pool enjoy one sever hot
Careen,staff extrem rude shockingli rude zero custom servic skill
Caren S,mix room handl well return chang cloth dinner find thing pack sit behind front desk
Carl,stay overnight see rascal flatt concert clerk person dri white toast mean disrespect particularli friendli elev smell like sewer pipe sewer main bust discharg elev shaft room decent size bed horribl uncomfort lumpi right side sag bad wife almost roll bed coupl time petit girl wasnt weight anyth worn mattress coupl extra pillow would nice didnt ask cant realli fault hotel window room liter wrong size small open nice cold wind blow room night heater struggl keep end result room hot cold heater dri air badli tri keep cold blast window bloodi nose morn impress over pay extra 20 buck stay courtyard next time
Carl & Linda S,took daughter law two granddaught great famili fantast breakfast nice staff locat room realli nice beauti view red mountainscentr locat walk shop dine
Carl B,nice hotel clean close event good breakfast serv morn close shop wife lot restaur close hotel easi excess highway impress bed
Carla,bad didnt feel room portray book good nice temp outsid breezi could leav window open air condit didnt work toilet filthi urin servic elev overh set fire alarm repeatedli warn staff high crime neighborhood
Carla G,love pink hotel definit go back clean well furnish bed bed heavenli crisp white sheet billowi comfort hotel right beauti beach sunri spectacular walkabout like stay privat beach cabin store restaur walk distanc
Carla J,new hotel right next door univ new mexico nice staff clean bright kitchenett restaur bar shuttl take shop eat safe room import lockbox avail behind registr staff excel help accommod stay cabin3absolut love love love clean stock everyday essenti cook dine would recommend highli alreadi week book juli cant wait thank staff made stay outstand
Carla L,best place stay pleasanton welcom place breakfast buffet offer stay weekday dinner buffet offer happi hour great nice menu choo order room pool spa enjoy along nice fire pit read book relax highli recommend
CarlaB1022,year decid rent 4bedroom villa thanksgiv day instead gettogeth parent hou get crowd 15 us total swam waterpark afternoon wristband includ villa rental went back condo even meal game night
Carla_Raffael,love littl motel first pick locat price turn friendli servic clean room 5 star thrifti travel like pier venic beach 10 minut walk away main st lot cute
Carlos,late night club crowd littl loud around 2am club close dirti roomuncomfort bed tv remot didnt work park space lo colchon son comodo solo trabajo un elevador la toalla curtida el air acondicionado se pudo regular la temperatura
Carlotta,travel need place sleep could found better place wonder staff left due memori weekend housekeep staff monday great gestur clean comfort bed nice pool connect perkin receiv complementari breakfast neg could hear guest talk bathroom noi room easi 94 10 day road trip one best
Carmaria,great room nice n treat like vip
Carmen80214,stay march room 4 timber creek check fawn valley inn mile fall river road due time year room occup problem front desk friendli accommod lot nice freebi lobbi fruit dvd rental lotion toothpast littl
Carnita L,stay girl night birthday celebr must say room spaciou clean hotel staff pleasant amen need right room definit use hotel futur
Caro,week eleven month babi nice experi room spaciou babi space play walk pool clean safe hotel peopl friendli outstand need
Carol,bad good five minut walk strip belligio monorail station across street balli car hire agenc hotel good great locat clean room friendli staff would definit stay bad one day breakfast downstair small tight space number guest good bed comfort mini bar reason price fab locat excel room great staff profess help breakfast delici stay 4 night enjoy washington dc read review mid point book think realist expect agr review servic outstand breakfast awesom fit center clean spaciou websit show pool howev exist brought suit noth room clean updat repair evid previou exten water damag could still notic isnt greatest part town bad minnesota ave biggest plu us free shuttl metro station save ton room clean good condit would stay free breakfast mostli good except biscuit got staler everi day made wonder often made biscuit friday good monday stale scrambl egg good friday sunday monday tast differ werent good end throw mine away eat muffin instead like proxim ball park wasnt bad walk even toddler park garag 10 day diagon across street even walk back ball park night wasnt bad hotel room smaller norm good price isnt complimentari breakfast anyth like cafe one block valet park well seem pretti quick employ friendli check breezeth desk attend help self check
Carol B,stay hotel time last time check took hour due multipl problem custom reserv three night custom wait time check told
Carol H,2nd time stay galt hou son archeri team stay nasp tournament great facil staff wonder room great group price made afford food cafe magnolia excel
Carol K,want write review first stay owner told us lost wife stay one night thathowev room shabbi outsid door offer littl securityperhap closet door room dingi small kitchen tini fridg whalf
Carol M,properti attract insid sun came notic flower basket hang stairca main build trumpet vine fuchsia bloom hillsid decor practic interior well plan interior pictur natur local sceneri provid cheer ambienc notic
CarolSCA,hotel conveni locat 15 minut tulip town roozengaard everyth skagit valley easi get yet still lot congest hotel area includ breakfast pretti good great best opinion room clean
Carole,front desk help never told breakfast free restur found second night differ person desk dead bolt work someon fix
Carole M,love stay lift west condo manag billi help friendli knowledg area alreadi plan famili trip back kid grand clean room great locat close everyth within walk distanc cute shop main
CaroleAnn A,entir staff accommod extreemli pleasant room clean quiet recommend hotel plan stay visit atlanta later new year thing could improv upon serv full breakfast buffet yumi want thank take time post review stay plea know well accommod staff would recommend hotel thank review would pleasur repeat experi us futur
Caroline,bad spa wasnt avail good staff except friendli bad littl far walk strip good bartend awesom got complimentari drink bar clean great friendli servic close beach great restaur art galleri comfort room great time
Caroline D,drink meal lodg best way take view ocean 18th hole know go would recommend make reserv meal otherwi prepar wait especi nice day food great staff
Caroline H,great room nice kitchen great money saverth staff help friendli thank susana clean room perfectli everi day free breakfast way better expectedw delight chosen hotel recent stay anaheim truli pleasur serv appreci busi valu honest feedback comment share hotel team critic way understand continu deliv except servic guest like thank stay towneplac suit anaheim maingat near angel stadium hope choo creat memori us whenev travel bring back anaheim sincer edgar rivera gener manag towneplac suit marriott edgarriveramarriottcom 7149399700
Carolyn,ok condit room need light clean
Carolyn A,servic desk reserv registr personnel engag profess effici room effici well laid facil clean close event trac center also close offsit restaur like toe coff bar crazi fluffi pillow water qualiti suppli great thank comfort
Carolyn C,locat good go disney resortsgood price repair need though issu toilet run tub faucet drip bolt lock broken miss sheet towel clean microwav littl fridg room 2 queen bed would tri
Carolyn H,stay one night disappoint expen even get room balconi patio get view harbor could step outsid enjoy fresh air place dead noth room okay check went
Carolyn P,pleasur deal profess sweetest person hotel industri stress time plan son wed arrang room breakfast next day deanna took anxieti fear took bull horn made everyth one beauti day life
Carrie A,great stay hotel staff wonder hotel close citi hall read termin great outdoor patio fun lobbi room nice bed comfort hallway littl narrow older renov build definit would stay
Carrie H,hotel older clean staff friendli arriv late travel mani hour friendli quick get us room kept pool open extra half hour daughter could swim huge bonu 11 year old
Carrie P,love everyth trip oak creek canyon beauti slide rock amaz hotel great love go patio night drink tea look shadow beauti red rock
Carrie W,arriv bit earli town wed stop hotel see chanc could get earli checkin accommod parti check us almost two hour earlier help us tremend would recommend hotel anyon travel area room
Carrie-Lynne D,call best valu inn auburn inquir event take place tomorrow front desk person pick phone said call back 9am tomorrow yet event start 8am told extrem rude told wasnt problem ask
Cary P,good motel comfort enjoy hot tub friendli staff clean breakfast close drive mesa verd nation park quiet next door good restaur close drive durango
Cary1948,stay three night recent found accommod satisfactori clean room quiet everyth work well write review applaud staff help us problem upon arriv first room given strong smell urin immedi call front desk dispatch manag team member
CaryCatchpole,realli appreci qualiti care kind day inn oklahoma citymoor travel pretti late even book room app call hotel tonight hotel staff gave us better price room upgrad app would highli recommend hotel
Casaundra D,weekend getaway bit let would recommend busi travel seem gear toward fun coupl weekend ga lamp didnt provid boutiquey extra ive come expect room small gener bathroom particular tub
Casey G,arriv pebbl beach follow scenic challeng drive north big sur cambria hearst castl along california famou curvi coastal hwi 1 await us drive ground pebbl beachwa greg pictur see greg rai welcom arm main entranc lodg signal
Casey O,travel boston everi year hotel alway stay conveni locat relat financ district faneuil hall marketplac 12 block away north end aquarium water front within walk distanc front desk staff alway extrem friendli room alway clean neat
Casey R,special thank casey martin chaun antonio lee everyon el made stay great casey especi awesom help us plan event hotel person cater everi need
CaseyDwyer,categori love deer crest rate reason exten librari dvd could rent free complementari snowsho trek pole free microwav popcorn hot chocol bed werent best pretti good room warm water hot need
Casi,first time baltimor neighborhood hit miss pretti good part town much yet front desk staff nice help hotel smell though smoke room think hallway musti everyth look clean though locat must newli develop area much right hotel conveni hop interst would stay
Cassandra,abl accommod us feather free room door men especi friendli rememb us
Cassandra R,previou year stay economi lodg worst mistak live best western made stay far best hotel nephi utah amaz staff clean atmosph wonder bed contin breakfast cant ask
Cassaundra,good like offer complimentari happi hour appet drink
Cassie,bad valet scrap car wall fridg room good clean close everyth daughter need room night way home pennsylvania free shuttl conveni
Cassietrip,close access riversid trail along spokan river larg room fun carpet drape otherwi plain inexpen look good size bathroom larg vaniti plenti counter top space coff maker minifridg microwav room comfort bed everyth immacul breakfast includ plenti tasti option egg bacon sausag
Castelrose,good right strip extra includ room price
Catcravy,love hotel amaz rooftop bar rooftop bar 17th floor look citi couch sit area besid big bar sit room decor nice touch orang signatur color bellmen concierg help good advic go walk distanc bourbon st wear comfort shoe lot walk sidewalk uneven everywh go cour taxi uber avail thank take minut share experi happi birthday appreci share comment get feel troubadour monkey board rooftop bar excit hear enjoy atmosph team enjoy read comment thank recogn hard effort look forward see soon least next birthdaywaynegen manag
Cate,bad hotel real public area facil fee didnt realiz recept staff werent help room wasnt quiet enough realli good night sleep due loud aircon random noi persist even aircon good bed comfort realli good size bathroom wifi good
Catheline A,look hotel last minut soon walk staff courteou friendli help find best price fulfil hotel need servic davian help commend outstand servic provid next time visit key west place staydear catherin athank take time review hotel happi see enjoy stay us staff courteou friendli alway nice see staff mention hope see back key west soonsincerely b hotel manag
Catherine,bad bathroom need upgrad worn brown wall paper dirti paint sink counter peal also disappoint room coff maker like cup get dress morn would like nonsmok area casino nonsmok keep take break go outsid fresh air good bed great locat good gentleman registr desk help friendli ladi keno loung nice tire arriv cranki babi pierr front desk help got us room quickli difficulti door handl push instead delay us get room room clean though somewhat worndat old phone ceil bathroom area need repairpatch carpet threadbar area etc thank room quiet help us get good hour sleep daughter grandson flight shuttl driver took us bwi except help grate came back pick see daughter grandson mangerrachel nicewat pressur toilet bowl u wait long time flush bathroom floor dirti clean view look bedroom windowwa meter kindbreakfast nice build need good pant side quit close store nice would stay maritim hotel nice room small clean well accommod
Catherine A,staff nice accommod love happi hour breakfast option outsid area nice lobbi good room littl cheapish ok bed comfort bed clean like coff cooki lobbi
Catherine D,didnt like room good walk hotel look awesom room look like motel rather hotel also hotel construct 9am 7pm would nice know book room hotel staff polit profess breakfast bar best breakfast bar hotel 15 rate breakfast bar 5 staff point
Cathie H,need room coupl hour prep event call night told could check time wasnt said could check room avail show 10am told one check yet
Cathleen S,friendli staff great free breakfast item morn room facil clean staff superb problem heat system room someon fix within minut would highli recommend locationhotel
Cathy,bad much view good great locat small hotel good servic lot pillow stay locat easi access ashevil hendersonvil nc arboretum staff friendli hotel spotless nice morn breakfast hotel conveni everyth plan staff friendli welcom hotel littl date howev clean comfort
Cathy D,locat hotel perfect liter step away aquarium world coke centenni park room clean face aquarium world coke nice view downtown kept curtain open night could enjoy build right around corner elev
Cbs,bad problem door lock led respon mainten even secur got us fail fix lock recod despit assur us fix got lock next morn cost us 2 frustrat hour good locat good busi quiet close everyth
Cdr505,travel town plea stay hilton garden inn staff cordial help room larg clean easi access interst town center
CeOke,even arriv soniat insight warm hospit theme throughout stay warm help welcom mark coleagu profess manner calvin housekeep manag could enough hesist use term hotel describ soniat like call buckingham palac hou room luxuri realli want bed home situat peac street church next door well situat get around french quarter attract everyth quaint peac friendli set beauti courtyard water featur classic music play softli well stock honour bar could wantwait mention breakfast meal serv apart breakfast absolutley rate five star experi first tast american biscuit fab best biscuit fresh orang juic great coff apolog im drool think great choic hope back recommend anyon look oasi calm warm hospit go wont regret itwowi made daywhat kind thought review thank much take timeit would real pleasur welcom back
Cecil,roach crawl around coff makermicrowav area walk room check shower caulk lot mold
Cecile R,room clean check process effici well kept properti outstand thing hampton inn patrick dewberri main administr front desk person servic bar none know guest enjoy kibitz incr memori
Cecilia,great rest roomi pet fee way much cau us stay sad realli enjoy servic staff breakfast great
Celina,bad wish told 20 discount restaur next door upon arriv saw sign check good friendli staff great appet free 58 clean room free wifi excel
Celine,bad love everyth virgin hotel good first foremost staff wonder friendli patient enquiri made histor parad celebr chicago cub world seri win ice cake anoth histor win ireland beat black 111 year
Cesar,bad na good everyth good
Cevina G,surpri great stay courtyard town 2 day prior board crui love stay two adult child senior everyon happi room clean nice size view lake union room beauti locat great gym great stayfood restaur serv purpo great siteserv fantasicveri happi staythank much wonder review happi hear enjoy stay us crui hope see next time travel bring seattlesincerelyrachel packard
Chabria B,stay overnight thanksgiv would rather slept outsid slept top cover scare get let way hard bed flat pillow room smell horribl carpet dirti toilet wouldnt flush room horribl room horribl
Chad,bad breakfast includ opinion expen especi guest hotel told us buffet 15 per person didnt even check point good locat within walk distanc magnif mile price reason locat front desk staff nice accommod welcom room great balconi courtyard comfort furnitur big bathroom hisher sink conveni get readi quick poolhot tub area outdoor fireplac realli enjoy use 3 day stay even starbuck site kinko nice thing need quickli print would definit stay visit orlando hotel clean nice safe neighborhood staff friendli polit breakfast better hotel broke leg ski slope assist manag went way help
