username,text
Greg J,third stay locat over great place stay staff friendli profess alway eager assist despit near expressway room extrem quiet comfort bed good choic pillow plenti hot water internet speed room good via wifi tv
Greg K,room nice recent updat comfort staff greatfriendli respon locat walk distanc waikiki attract beach etc far enough away quiet
Greg M,first trip charleston could gone better especi accommod servic staff hotel room perfect updat clean locat easili walkabl shop dine histor interest cant see reason would stay anywh el next trip charleston highli recommend restor complaint
Greg S,first trip hawaii spend sever month plan easier next time plan come back resort next trip complaint whatsoev fortun arriv shortli main pool reopen imagin would put seriou crimp thing resid inn napl great place stay napl upgrad us two bedroom suit first night nice im platinum member thank lauren close downtown beach plenti restaur pool area nice staff great highli recommend famili
Greg a,cool piec histori nice date friendli staff reason price littl beaten path worth look four us stay famili suit 2 room king bed queen doubl bunk bed lot room great mattress
Gregcarter1971,happi room look like updat recent flat screen tv microwav refrig great shower nice hot water power pressur awesom long day work breakfast isnt bad enough get go coff good cant complain lol isnt anyth
Gregg M,even recept nortifi one thurday monday stay came lobbi noth none staff front desk said anyth even recept
GregorashFamily,realli mix bag great locat space needl campu nice room person servic laud absent caselot newli hire distract 20 someth desk view back truli horrifi crack hou squatter spillov hotel lot good restaur
Gregory,bad room decor littl outdat air condit loud wall littl thin neighbor sometim heard good valu rel hotel locat conveni explor strip ac die houseu hilton honor reward get great rate gener manag person call make sure stay go well fantast servic clean comfort complimentari breakfast staff good surpri would definit stay hotel awesom look overnight long journey want clean quiet comfort room cheapest price avail establish met requir us excel deal excel room rate love king size bed tv robust wifi quietquick check clean surround obviou manag quit particular appear unusu compar red roof inn seen pick review impress manag respond review person attent check person neutral began conver think welcom smile greet given recommend over price hotel except
Gregory J H,full kitchen great featur breakfast includ nice way start day room close offic work well us complaint bathroom door room 202 lock staff friendli anf help schedul shuttl would help notif senior rate shuttlew delight chosen hotel recent stay anaheim wastruli pleasur serv youw appreci busi valu honest feedback comment share withth hotel team critic way understand continu deliv except serviceto guest like youthank stay towneplac suit anaheim maingat near angel stadium hope choo creat memori withu whenev travel bring back anaheimsincerelyedgar riveragen managertowneplac suit marriottedgarriveramarriottcom7149399700
Gregory K,hotel within walk distanc downtown napa restuar shop within walk distanc sever chain restuar store movi theater serv us well sinc car spent day explor vineyard offer cereal bar juic coff morn receiv discount denni next door would stay mainli cost benefitgregori k thank great review thrill enjoy stay plea come see us soon
Gregory V,locat great short walk ball park lobbi somewhat clean folk friendli guess get pay hotel rel inexpen compar hotel downtown area place need seriou upgrad mold shower get easi fix mayb fridg
Greywave4,dont stay join 2nd floor street way noisi bathroom small need exhaust fan decor look like 1980 floral came aliv staff great though locat great dont car walk distanc town beach beauti area nice restaur
Grigory,bad disadvantag lack elev howev quit common ar deco hotel howev could ask ground floor room good love stay hotel locat 4th 3d street quiet part seashor much less noi ocean drive 57 min beach good wifi reasoabl breakfast cereal cooki
Griselda,good love everyth
Gscott777,rock went two day concert mani fellow showmat stay hotel pool area transform pregam parti food tune hotel staff outstand drawback would nice hotel shuttl oper weekend
Guido,bad check time inaccur publishedi saw artiv betw 9 11 pmimport know late arriv suitabl peopl mobil issu good good locat
Guillermo,worst hotel te servic good need train custom servic
Guillermo G,busi limit choic decid tri rate arriv check door unlock fingerprint stain hair surfac clean thought hasnt deep clean scari
GulfCoastDiva,husband stay drive florida boston move first stay druri inn compar compar price hotel thought realli nice room spaciou comfort clean quiet breakfast typic similar chain complainta tea drinker
Gunawan,bad carpet damm dirti good feel like hotel like hotel vega
Gus R,friend decid tri littl beauti hotel pine creek year annual overnight bike ride disappoint expect room perfect sleep good bike ride loft give beauti view deck creek hotel seem
Gustavo A,pretti close sf 30min import next rt 80 best part trip take ferri vallejo sf station like 15min hotel help us avoid traffic citi friendli staff actual girl lobbi recommend take ferri
Gustavo Q,good locat get around foot see chicago walk navi pier millennium park restaur etc lobbi beauti staff friendli review complain citi noi siren problem opinion hear obviou citi constant
Guy A,chef dean nicol amaz made us feel welcom moment walk inn room excel balconi view great breakfast incr plan return europa soon
Gwen,save money worst hotel ever stay turn around left pull hotel park lot saw polic cruiser sit front hotel stay went downhil side lot hotel poorli lit feel safe park ant shower linen rip window 12 inch dirt sill suppli make cup coff room coff maker call front desk arrang shuttl casino told would 20 minut wait 30 minut walk front desk find much longer would staff inform us forgotten put us list shuttl would wait forev plug cellphon charg overnight awok find charg outlet power suppli
Gwendolyn,enjoy stay ever back area would definit reserv room love sit area bed comfort breakfast realli good varieti select choo hotel staff particularli gentleman check us awesom definit peopl person seem love ensur guest comfort
Gwenn,bad bed uncomfort lumpi soft good central locat easi checkin nice touch access breakfast floor tray use roomprotein hard boil egg yogurt fresh bake good cereal hot cold fit center varieti cardio equip weight
GypsyPolice,want give place accur review stay week back want point everyon compar place fairfield inn suit suit fairfield inn agr place compar suit howev biggest complaint
H,good everyth
H E,wonder hotel sister arriv late day hotel tri connect us via phone email advanc arriv confirm ensur easi arriv even though arriv front desk close day left us detail
H T,famili come dune waterfront annual close decad never disappoint rare gem place gorgeou ground view love wellequip cottag friendli attent staff love dune offer peac respit hustl
H1027WUlindas,stay oct15 room basic 70 room clean wasnt hairdryer coff machin microwav mini fridg well wasnt breakfast sort even bagel cup coff would appreci basic red roof ever
H2842GFlaurak,excel custom servic purpo trip get surgeri lsi staff hotel locat spectacular could enough famili thank entir staff
H4420IQrichardd,enjoy stay staff friendli love take 2 dog us travel
H4676NUjohnr,clean polit local english speak staff good breakfast buffet nice outdoor pool stay sever time 0 complaint stay place murray far best valu over reserv recommend hotel
H4679HNmartinr,bed horribl key work walk desk time left room get key scan work aggrav internet secur use
H4843PLkennethb,trip barn hospit requir day stay hampton impress staff qualiti serviceproduct deliv everyon help front desk room servic staff nice place next door eat also thank well done
H5770GCjamesm,rent sixt lowest rate taxi 5 min ride hotel hotel shuttl time pick deliveri termin meal hilton short walk good select pool nice breakfast best encount
H6202CEtracyl,would stay clean comfort breakfast ladi super friendli made sure everyon want rush clear everyth shelv like place made us feel relax welcom thank
H9781PLkimj,great stay stay hotel check differ hotel due issu properti found hotel first stay front desk staff nice breakfast attend could littl sunnier would stay properti ever back
HARRY M,hotel perfectli situat angel baseb game within walk distanc stadium free pack staff friendli welcom two bedroom suit comfort nice kitchenett although use much nice option breakfast although eat area could littl crowd varieti eat option nearbi good choicedear harri thank share experi towneplac suit anaheim maingat near angel stadium mission provid superior custom servic take great pride serv need delight hear met expect valu guest feedback share team continu inspir motiv deliv except custom servic thank stay towneplac suit anaheim maingat near angel stadium hope choo stay us whenev travel need bring back anaheim sincer mari angelescl assist gener manag towneplac suit anaheim maingat near angel stadium maryangelesmarriottcom7149399700 mention great locat i5 airport also numer restaur nearbi welcom lobbi area front desk staff person profess room clean comfort fridg microwav excel option doubl vaniti nice stay
HAdams634,come hotel decad previou rate highli chang hand sinc last stay new manag pend demolit larger hotel staff appear new day arriv call hotel en rout warn late arriv first hotel telephon work final got
HCLBRK,stop often cannot get decent price wdw resort stay way back master golf tournament drive 8 hour augusta tri check 230pm told check 4pm noth avail time desk clerk said would
HHH5,recent stay hyatt hou hotel seattl great place stay room nice clean staff help friendli view window space needl hotel great locat 2 minut ride monorail seattl town plenti restaur coff shop pike place market wander around
HJ B,love place tri best make feel home even free bottl wine celebr conveni shop mall waikiki beach got mountain view room u cannot imagin wonder view pretti mountain view great riversid sunshin morn mean way
HY,bed pillow linen fine ac pipe noi loud could hear everyth go hallway tub fill shower took forev drain furnitur worn date beach great pool price sinc knew wouldnt room much okay next trip virginia beach well tri differ place
Hadley H,stay argosi juli 911 2015 3 kid 17 15 13 soso stuff first posit room adequ need detail mainten beauti shower pictur shower door didnt close way moldingwat guard hang floor pretti wet use sink cleani clean towel
Hagopyouredjian,stay st regi 3 day weekend treat like kingthi amazingli beauti hotel right 5th avefrom moment walk feel specialth servic staff amaz butler servic add valuedear hagopyouredjian thank much stay st regi new york recent visit new york cityw grate feedback thank take time review experi tripadvisor hope see soonkindlyth st regi manag team
Haley K,husband enjoy stay better review depict realli appreci gari advic regard hotel citi prepar pay park werent expect roughli 27 per day
Haleyrenee2016,fianc love nola weve two time last year time stay omni royal staff wonder alway accommod locat perfect block bourbon jackson squar decatur stay juli 2015 octob 2015 juli went
Halley M,interview mani compani find perfect stationari kristen cane hou show us product exactli look kristen easi work admit easiest custom knew exactli want read abl live expect would recommend silver starfish anyon
Hampton Inn,towel chlorin smell much noi alley room
Han,hotel good good locationveri close downtown silver spring public park deck nearbi realli dont need valet park unless extra lazi front desk realli sloppi first didnt reserv system want charg us current rate 40 expen didnt includ breakfast came reserv go back forth front desk settl issu fun
Hania,good westin hotel new york thanksgiv worst experi stay hotel everbut westin vega pretti good
Hank P,hotel stay met expect good night rest quit place stay servic good room clean breakfast meal well done food hot select mani go bag handi earli departur
Hanley,quick overnight stay travel atlanta boston end 12 hour day car great place pull woman front desk extrem nice room clean bed super comfi bonu pet friendli hard find place take 2 dog would definit stay
Hannah,staff friendli fan bathroom didnt work bed firm perkin breakfast voucher nice ad bonu
HannahJHack,stay wed disappoint definit nicest option town great occa also afford look staycat pass tulsa
Hans,breakfast 17 buck bit disgrac particular build good locat strip easi access everyth cant go wrong
Happy,bad noth good cozi
Happy K,disappoint first felt taken advantag choic town manag know need govern ratey know rate offer everi citi us book earli still pay 40 pocket stay allot
Happy Mom,kid enjoy nice size pool comfi bed great breakfast blast enough room get danc 4 groov cant wait til next year
HappyBostonTraveller,red lion corpor vineyard inn also mcminnvil red lion perfectli adequ hotel room clean housekeep adequ breakfast offer oknot gourmet get go morn red lion littl quieter vineyard inn sinc
HappyTexastravelmom,room big clean quiet comfort hotel night watchman patrol ground felt safe park conveni staff super friendli help breakfast adequ price good felt like excel valu
HappyTravelers80,begin filthi rat trap hotelliterallyin bathroom window edibl rat poison opennot mention 1 inch gap front doorupon arriv park lot look like dump yardtoiletsmattresstvsbottlescondom wrapper everywhereth room smell terribl seen thicker paper towel rag bathroomi afraid put bag carpet fortun tabl leav bag clincher way dinner maroon cadilac pull 4 disgust prostitut get readi pli tradei stood amaz pimp told exactli expect nigh againplea stay
HappyVagabond2458,locat close slo perform art center conveni room clean appoint ok check bit strang towel pool jacuzzi area lot traffic noi hwi 101 price seem high accommod given room adjac elev made
Happy_Camper_2004,conveni stop road trip along rout 90 qualiti good red roof request soap shower sheet worn hole top sheetthank share guest experi sorri guest experi everyth expect deserv truli hope give us anoth shot futur
Happyatdisney,reserv last month way hotel daughter got sick car made choic return home cancel vacat sesam place dutch wonderland mind call comfort inn explain situat hotel book non refund obviou call less
Happytravellers44,older style hotel great place stay enjoy santa monica offer great restaur easi walk beach pier 3rd avenu shop strip laundri next door free park wifi wonder friendli help staff even abl borrow beach towel
Haqvin,good servicemind staff recept special maria
Harald,bad floor need thorough clean good nice situat hotel miami beach pleasant architectur patiolik outdoor seat area relax friendli help staff public park one block
Harald O,nice facil good breakfast room comfort sever nonsmok room stale tobacco smell locat bit distanc farmington facil pinon hill golf cour
Hariyono,good mistakenli book wrong date extend stay use bookingcom howev receptionist ms lynn help give call bookingcom final abl chang date
Harold,nice place room zone heat cool either hot cold outsid temp 30 room cool pretti quick got cold place good valu 50 per night compar area ye id stay heart beat housekeep pay attent detail nice room remodel
Harold A,great room great servic excel cleanli id recommend facil friend rel great entertain near wild countri night club felt safe come go
Harold M,wonder place right hollywood beach broadwalk spell correct place friendli help hotel staff ive ever encount especi front desk manag yolanda appli well oper manag galina rest staff includ elena flavianikkinikitalana victor harold miller
Harold T,good place stay need within walk distanc downtown quit despit close i79 good famili restaur next door easi access interstateroom small adequ shower definit one time staff pleasant cooki front desk even nice
Harpie_9,chose hotel one expen travel alon adverti two restaur close proxim shop true restaur open breakfast food bar woeful food offer room servic imagin process burger chee french onion soup get
Harry,bad frig
Harry B,stay 3 night room great view strip 25th floor room love tablet control function everyth pricey expect strip
Harry L,cant say enough perfect spot see sitesclo restaurantstrolley stop right front arent inclin walk room 228 larg clean staff friendli could ask make reservationsc cab anyth need best accommodateth cafe
Harry W,stay mainstay suit two night week realli plea room littl kitchen need snack full size fridg stovetop microwav toaster coff maker dish washer free wifi excel speed comfort bed plu sofa two offic type chair share
Harry187,book hotel night crui best price hotel includ shuttl airport crui termin driver time effici friendli howev go hour sure reserv time arriv go airport
Harvey L,colt game park commit guest abandon favor game day park debacl cau us miss plan event check earli valet could promi bring car time even though gave hour notic 25 daili park fee ensur better servic
Hatice786,room bathroom smell like urin breakfast area dirti food handl bare hand attend instead use utensil over hotel sever run dire need renov updat least sheet clean staff friendli
HaveBandWillTravel,spent week visit disney park stay due friend gift us disney vacat club point resort despit construct pool closest villa topnotch staff member courteou help two bedroom suit full kitchen amen excel clean well maintain villa
Hawaii818,unreal facil connect new duke beach hou restaur fabul beach drop dead gorgeou plenti sea turtl order realli make happen find dawson chasiti make vacat perfect best custom servic anywh realli wonder place vacat
Hawkeyesfan53,place dump room filthi look like wasnt clean stood front desk 5 minut even acknowledg room musti almost afraid lie sheet bedbug stay anywh el place condemn
Haynes2,live missouri stop drop pedal tractor garden citi kansa head north platt ne took coor light breweri tour town saw beauti hotel overlook citi couldnt resist view bar nice happi hour special supper great breakfast exquisit would definit stay
HeadwindJim,direct rear entranc unabl use key card open door evid true everyon heard loud bang door check also awaken loud talk hall bark dog morn room clean nice furnish cheap
Heart T,experi pretti awesom staff help whatev need question area would recommend place happi stay
Heather,bad seem old ac didnt work good locat great stay over room suppo balconi wasnt open definit go get chanc though hotel clean conveni staff friendli view room nice look saw huge ugli retain pond bad shuttl disney direct good polit knowledg staff great lobbi breakfast second visit island second stay day inn staff friendli help definit return took son daughter miami sunni isl beach surfer heal event first time miami singl mom couldnt afford hotel beach want one great pool decent price abl find one great price appear nice pool well hotel awesom friendli staff clean room bed comfort well use room servic prompt free park wifi well kid love said realli nice would stay ever come back area clean nice updat room felt comfort walk around barefoot sat floor pet friendli hotel said smell like pet friendli hotel get thorough clean dog sick book first room smell like mixtur beef jerki vomit second room littl better still go buy sever candl make room habit carpet sticki sheet full hole bathtub look like someon took blowtorch corner carpet hall sever need clean mani spot traffic pattern breakfast good like lot carb came away feel gross dirti even shower
Heather B,staff except friendli throughout resort room beauti comfort felt like 5 star resort pool gorgeou found restaur littl overpr
Heather Burton,son come home deploy staff help attent famili definit stay
Heather C,stay one night area busi blown away front desk staff dedic superior custom servic unfortun didnt get name ladi gentleman check kind prompt told sever time need anyth call right away denesha check
Heather D,hotel date room clean enough though park limit wifi sketchi bed pillow howev wonder would probabl stay though much around hotel supper red coach inn around corner meal great
Heather H,towel stain comfort burn hole tub grip start turn black bug bed sister end sleep top cover holiday weekend nowher el vacanc
Heather K,two night tent drive son drove low expect crave internet phone bare work trip walk receiv room key real key old long octagon keychain 5 minut great abl park right
Heather M,stay maya three night husband work long beach convent center hyatt book great opportun end restaur serv fabul food view long beach harbor cant beat minut bridg away downtown long first trip savannah 2 day explor citi arriv christoph front desk super help mention son would arriv separ could park cheapli check son call arriv christoph came outsid help find check quick one elev center hotel stair end make easi get room 2 queen bed bed comfort clean bathroom clean modern hotel lot park park
Heather P,impress room felt like apart stay 3 bed 2 bath suit way bridesmaid one place night wed live area cozi even five peopl never felt short room kitchen
Heather R,event tri beat atlanta traffic one night stay hampton inn hilton perfect choic gave opportun get import person task without worri think normal long commut absolut beauti inn bed like sleep cloud staff wonder im die stay close train minut fenway park beauti neighborhood
Heather S,got great deal queen suit overnight stay wed attend clearwat suit spaciou clean could easili fit six us staff friendli locat conveni locat shop restaur ten minut drive realli nice mall
Heatheraybar,famili drove 4 hour visit weeki watch spring earli saturday morn reserv room night sine less mile park got weeki watch park alreadi full didnt realli plan b hotel accommod
Hecshell,hotel clean date interior furnish bed room clean bed comfort reason 4 star refrig microwav room hallway hot understand thank ac room work breakfast
Hector D,stay properti convent hotel old build nice renov noi problem though bring ear plug ask room doesnt face street side parti goe night
Heidi,bad money stolen valet room dirti get anoth key card didnt work new room manag best disappoint good locat hotel graciou grant request differ room assign 3rd floor room sever occupi boister girl basketb team teacherscoach let run wild well midnight unfortun team continu run corridor 3 floor
Heidi P,want first say hotel prime locat step away trolley pick citi place clemati upon arriv thought hotel nice greet one owner help room locat 3rd floor
HeidiD175,stay aloft attend convent fulfil sought modern well run newer hotel away citi congest well suit busi travel 15 minut walk convent center take shuttl one block away easi walk french quarter room suffici contemporari housekeep spot rank high cleanli room start 11th floor well street traffic would suggest request corner room window avoid crui ship interior cabin feel need nice bar special rooftop pool relax special mention need extend hotel outstand front desk staff specif lindsey mark also work bar friendli savvi hardwork patient belong hotel hospit deserv recognit inher superior commun skill exceed standard servic train program happili recommend lodg nolaour staff elat hear stay us housekeep front desk even bar sound like enjoy aspect hotel hope hotel choic big easycheersdixi krauss director oper
Heivid,quirki clean comfort five star resort doesnt pretend actual better charact fit perfectli folli scene quickli disappear
Helen,staff went beyond make stay best could
Helen D,stay weekend trip chicago hotel perfect locat citi centr walk distanc millennium park great room compl upgrad provid us 2 queen bed 2 bathroom room space alway kept clean complimentari water bottl refil station everi floor well coff level 2 staff amaz great advic restaur place visit issu room look toward trump tower exactli want wake dayhello helen dthank choo chicago river hotel recent travel delight hear enjoy complimentari upgrad enjoy extra space lucki right middl citi within walk distanc major attract also glad hear found staff amaz pride servic look forward see next time come chicago
Helen V,stay 6 night cabin 5 spaciou look websit photograph feel crowd squish read room cuten place sit quietli cabin neither fanci shabbi good oldfashion cabin function kitchenett full kitchen equip
Helena,love
HelloKiaKatie,look hotel near spokan airport provid free earli morn shuttl found day inn suit spokan airport airway height orbitz live expect well maintain economi hotel fair breakfast good internet clean room comfort bed problem
HelloThere11111,afford clean room good servic locat manag help question area rent daili 35 great price famili 4 websit nealscourtcom inform pictur
Henerecht,great locat step beach love restaur bar room renov cheapli room smelt musti bed comfort staff friendli park space avail request
Henry,good close proxim freemont street experi bad none good everyth great excel lake cation hotel clean size room good pool area nice over look place cheesi ac room noisi hard control free internet wor tier internet price scheme went 40 2 day
Henry A,gener use lowest cost accommod often use motel 6 tend rang ok great deal one absolut worst one ever use impress fall apart someon milk last dollar decay structur walk
Henry S,husband stay hampton inn easton md impress excel custom servic receiv special occa us staff gener manag jeff schneider made stay special room clean comfort morn breakfast present
Henry T,comfort bed sleep bobbi breakfast waiter fantast great way start day easi check room also clean housekeep great job wold recommend benson everyon
Henwood1,found room larg comfort price afford staff nice help find room contain much way utili call drop get cup glass etc shower warm hot lower floor room might better
Herb,hot water two day uncomfort take cold shower
Herman W,drove san francisco bay area meet son red goe school central oregon drive littl longer compar hotel staff friendli room clean bed super comfort free breakfast also anoth nice touch
Herman02,built extend type stay kitchen area larg refrig microwav 12 cup coff pot nice size room clean pretti new noth special built maintain valu deliv bad thing understand hotel oper
Hermann,ausgezeichnet hotel sehr freundlich person wurd jederzeit wieder hier ubernachten
Hermanto,bad furnitur look old mantain well perfect pool upstair good food near littl tokyoeven japan tokyo citi best locat
Hermesgal,look grand ole lobbi type place like stay granni aint walk street portecoch right checkin desk right concierg veer left walk straight ahead nice restaur checkin friendli effici
Hiba,good locat perfect hotel spa good varieti servic staff extra friendli room clean would defiantli come
Hikers2012,travel februari 2015 tire stop terribl place front desk ladi kind quit understand request money back room full roach e v e r w h e r e left run kept drive
HiloYoshi,palo alto expen area find someplac stay reason challeng comfort inn offer marketcompetit valu consist stay like staff gave bottl water trail mix upon checkin easi nice perk room clean comfi busi street though
Hiroshi S,locat facilti everyth ok free coff snack meal mayb breakfast nice even keep room front desk hotel someth ask doorman take care ask instead larg desk lobbi power suppli
Hmp,bad hotel room meet expect shave hair shower belong us water get hot took 10 minut run water even get somewhat comfort temperatur request two room besid request unabl met final child got sick flu unwil work two night paid lost sick good locat pool
Holly,friend select hotel extra room provideda nice live room area includ great flatscreen tv small frig microwav sink iron board iron provid abil cloth look freshli press day bathroom beauti clean bed comfort great tv bedroom also made order breakfast day good qualiti servic warm friendli even drink snack great also maid servic kept room spotless isnt anyth could recommend would ad hotel experiencei definit look embassi suit everywh go husband work hard hour away home everi week day surpri littl get awayi problem find hotel highway plenti park close restaur went check quick easi lobbi ground beauti clean room comfort everyth need date night thank much
Holly G,older hotel room darker smaller expect breakfast provid nice made upgrad bathroom over basic okay place stay visual thrill excit locat directli across airport super conveni air travel great place stayfor great rate think hotel would nicebut wrong nice clean quiet bed comfort experienc hotel
Holly L,book room last minut room clean bed comfort staff great ask extra pillow gave question ask next time go area book room
Holly S,enjoy hotel room servic loung bar first floor favorit iridesc restur top build im also big fan tour spa im big gambler think casino crowd time still like
Holst4,hubbi first stop juli 28 3rd time back sinc love bloodi mari food great everi time recent start serv breakfast good back obviou
Homer,bad frustrat time book onlin websit secur good clean import
HomerNottingham,hotel excel clean insid given massiv room kitchen well stock servic great staff friendli hotel also locat good place walk distanc plenti restaur starbuck use
Homerkitty,spent 3 night gloucest locat perfect peac room quiet except clean noi balconi everyon seem respect privaci morn watch fish boat atlant balconi staff friendli help neg comment would
Honeybadger1958,stay feb 2015 visit famili got see room number cousin room room larg sunni clean love room huge soak tub well standard love shower room mostli perfectli silent except one saturday night room right
Hong,everyth fine except footstep ceil noisi
Hope,great getaway stay
Hope P,look place stay near airport park car durat trip druri inn great place stay park free week bed probabl comfort hotel bed ive slept onthank stay kind word happi enjoy stay fli packag recent replac mattress renov enjoy good feedback need tri get one hou thank busi look forward serv futur kind regards gray
Hope Y,absolut love hotel truli best servic food locat classi polit staff banquet food delici alway fresh throughout day staff would whisk away dish place set finish glass cup never empti accommod great big bed big room big bathroom amaz 360
Hope4lee,could impress servic friendli cleanli locat hotel absolut stun hotel right around corner union squar financ district staff welcom love turndown servic view corner king room floor 24 absolut
Hoplover,come year daughter visit allergi clinic nextdoor four year ago rate hotel fivestar perfect cleanli year area around pool common area elev carpet begin show wear found wipe splash mark unknown beverag
Hospitailty1216,place like clean properti friendli staff stay love breakfast put green realli beauti thing wish could chang fact go back home close everyth driver extrem help make
Hotelhopper1356,nice hotel even locat near downtown nice clean would recommend hotel highli anyon travel lexington fit center great
HoustonW4345,comfort bed microwav fridg sink area separ area bathroom clean breakfast end 930 miss cant comment luxuri hotel quiet great valu price 62 night conveni i75
Howard,broken ac room 222 repair second day
Howard P,stay night could catch earli flight next morn motel provid transport airport nice gave us free sampl beer night free coff next morn would given breakfast leav earli stay five night ate resteraunt twice septemb 2015 absolut fabul stay hospitil top notch felt welcom like stay best friend hou thank peter rose howard
Hugh M.,one night super comfort staff pleasant unless featur live rich famou hotel everi comfort amen need want
HuntCollective,great new hotel amaz access shop nightlif mention day time beach trip get higher floor see entir boardwalk coast direct pretti funni watch great hb polic case night time beach goer
Huntlg,quietest nice friendli hotel ive year servic second none clean clean clean perfect locat access napa wineri lot room cramp usual hotel staff friendli help gladli help question go back sure price decent consid areathank review glad enjoy stay make stay enjoy possibl see next time area
Husband and Wife stay,hotel basic room stay clean comfort stay best western hotel hotel could includ mani amenti hotel odor plea 1 2 elav servic breakfast item plenti staff could keep peak time buffet area got messi front desk servic employ help polit would go back hotel inspit good price
Hworrell4,wife love visit la got back trip took friend first stay london posit go back next time find west coast room great felt spaciou even four guest complimentari breakfast
I-pi,bad room small good free appl fruit infu water lobbi free bike
I1725VTcarolh,friendli help staff facil howev somewhat rundown need mainten locat valu plu disappoint qualiti room pool construct
I1823JFcatherinec,hotel conveni locat friendli staff breakfast snack select good well fresh check incheck quick spaciou lobbi comfort bed pillow hotel quiet easi find highway
I2872YUdaveh,plea stay hotel room comfort clean met need chang wed suggest complementari free breakfast instead bistro breakfast provid
I3733DXnancyl,much like beauti view close everyth bowl pizza kid right especi love dog welcom much expen cheap motel around south lake taho shop discount
I3952MWnancym,stay colorado bell hotel friend went short vacat relax stay three room balconi kidd rock concert got go see great ate load dock food good also
IRFTNYT,well hotel good usual group room clean larg given club room access due travel statu would recommend anyon pay chine spring roll chee cracker crisp decent food drink water weak coff
IYamWhatIAm,stay coupl night work room clean linen fresh bed comfort water hot tast great front desk folk nice breakfast good internet fast room ac work great smell nice complaint left person item behind went well beyond get back
Iamic,bad sound proof need peopl second floor run around couldnt sleep good room renov locat perfect final servic breakfast great
Iamnevets,hotel industri expect lot hotel deliv ive never seen someon work night shift happi friendli girlfriend stay way new jersey thanksgiv way back perfect place stop everyth
Ian,check help room probabl thought review took chanc see comment refurbish bed comfort main room pretti shock bed sett kid sleep sit area pool look dirti although use plenti gym poor remov featur planet fit ideal need day pass workout locat absolut fine busch garden noi real problem price absolut fine wifi ok breakfast ok disappoint hotel ok know need refurbish probabl need sooner rather later avoid mani neg review main reason choo hotel separ room us kid fit bill reason
Ian A,regular visitor hotel long time staff fantast view stun without doubt realli best kept secret get better disappoint recommend visit
Ian B,realli like hotel staff great room nice tv huge basic got room chang swimsuit hit beach hotel right beach boardwalk realli nice sunset would definit stay
Ian M,stay twice last two year 13 15 day respect awesom locat facil choic pool beach alway tough one life hard room good staff friendli price reason get first ever night motel us disappoint owner kurt friendli nice abl sit outsid room chill ride new berlin rent harley free coff cake morn nice
Ian Mc,back staff friendli flexibl gener vibe santa monica euro modern flavor everyon team went beyond person creat top notch experi
Ian R,aria beauti hotel clearli justifi 5 star rate deep lush comfi mattress bed room tech brilliant housekeep also except hotel opinion 100 perfect like wake rise coff would like
Ida W,hotel clean staff help friendli profess think room price compar hotel reason good area would recommend hotel
Idalia,good love 24 hour starbuck pool gym clean comfi free valet
IfNotNowWhen,littl cousin hilton garden inn much offer great locat river path morn jog walk kayak near restaur friendli staff clean spaciou room nice breakfast good famili busi travel
Iggy20,good great stay short stay
Igor F,spaciou clean room rel close boardwalk 7eleven across street prime locat feel atlant citi best day good valu even charg park walk distanc boardwalkbeach room nice
Igor_Zubkov,stay mountain inn famili 2 adult 2 kid ski vacat 6 night great place stay close resort 3 min bu clean comfort friendli stuff heat pool outsid nice adventur recommend
Ikbeom,room clean bathroom spaciou luxuri satisfi stay
Ilana,good first time chicago spent much time choo right hotel right choic hotel deserv high rate great staff wonder cosi room perfect bed bathroom tasti variou breakfastth locat couldnt better
Ilene R,pleasant stop drive florida great room complaint eat exit clean hotel friendli staff room fridg coff machin quiet good place stay road weve stay
Iliana,bad arriv paid park fee cash 43 rest amount two night stay credit card check transact last coupl day realiz park fee charg credit card ask explan receiv answer simpli unaccept room furnitur old need renov space around window room shower window dirti basic choic breakfast consist two type cereal boil egg white whole grain bread good coff machin avail time free
Ilona,good great properti excel team young dedic profeccion
Imad A,extend stay accommod perfect locat hotel take point dc metropolitan greatest thing hotel staff lead ms julia hansontakyi gener manag julia help person outstand serv custom alway best make stay comfort
Imrahil5000,hotel updat room fresh new gym alway get best slip fantast linen pillow mattress etc bring wallet though glass white wine beer bar 46dear imrahil5000 thank much stay st regi new york recent visit new york cityw grate feedback thank take time review experi tripadvisor hope see soonsinc octavia margineanhotel manag
In to,staff great hotel clean pool small breakfast ok hot tub awesom work room well equip great stay would definit stay
Indeed111,overnight stay time know back room perfect alway 5th floor king superior room view although didnt matter drink patio outsid bar extrem pleasant dinner atla superb
India,snow lol leav comfort bed room realli nice need peac time
Ingo,bad bar tender casino friendli attent good nice restor hotel excel condit great atmosph nice place stay downtown la vega
Ingrid B,staff friendli help good locat coupl block outlet shop 3min walk beach board walk neighborhood best night good place stay over
Insung,bad breakfast normal good satisfi hotel
IntrepidAtlanta,road reach carrollton earli even stay given carrollton small citi option limit fallback choic hotel wellknown chain hope insur least minimum level qualiti best western fit descript base recent experi onenight stay
IowaGirlHIkes,unexpect overnight delay atlanta airport greet friendli staff clean room comfi bed would absolut stay shuttl servic time driver friendli help
Ira,bad everyth great good staff help effici
Ira G,great place stay quiet room balconi view someth absolut need staff nice help breakfast exactli like bread bagel yogurt fruit hard boil egg cereal perfect
